Item name,Variations,Option set 1,Option 1,Option set 2,Option 2,Option set 3,Option 3,Option set 4,Option 4,Is variation visible? (Yes/No),Price,Cost price,Variable price? (Yes/No),Tax rate (%),On sale in Online Store?,Regular price (before sale),Set up different prices and VAT for takeaway,Takeaway price,Takeaway tax rate,Unit,Track inventory? (Yes/No),Quantity,Low stock threshold,SKU,Barcode,Modifiers,Description (Online Store and Invoices only),Category,Display item at Checkout? (Yes/No),Display colour in POS checkout,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Display item in Online Store? (Yes/No),SEO title (Online Store only),SEO description (Online Store only),Shipping weight [kg] (Online Store only),Display service in Bookings? (Yes/No),Duration [minutes] (Bookings only),Location [business/customer] (Bookings only),Item id (Do not change),Variant id (Do not change)
,Nuez Mix,,,,,,,,,Yes,950.00,,,,,,,,,,,0,0,V-COL-004-NuMx,,,,,,,,,,,,,,,,,,,,,,d337e208-4a42-410e-b30f-ee48bf8b19f2
HOLY Snackbar Variedades,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Colaciones,Yes,Light blue,https://images.sumup.com/img_37457J2F5W9KN81Y5F8ZE7H2RB,https://images.sumup.com/img_1AXFTGYGAS8XDTWF9SNM6R8140,,,,,,Yes,HOLY Snackbar Variedades,,,No,,,c3b914d4-9c41-4363-bd31-06eca230635f,
,Avena Chocolate,,,,,,,,,Yes,950.00,,,,,,,,,,,1,0,V-COL-005-AvCh,,,,,,,,,,,,,,,,,,,,,,70277ebd-1827-4981-bb20-7de6c20093d7
,Avena Semillas,,,,,,,,,Yes,950.00,,,,,,,,,,,1,0,V-COL-005-AvSe,,,,,,,,,,,,,,,,,,,,,,0655e435-7c07-4c4e-827b-f80c8fcbff7c
HUANG JIAN Betún Líquido para Zapatos,,,,,,,,,,,,,No,19.00,Yes,,No,,,each.each,No,,,,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_1B7X4P0A9M86NRJNEM0VDN72VC,,,,,,,Yes,Betún Líquido para Zapatos Huang Jian,,,No,,,82cd8782-e38c-4c5b-90e5-0a35f6f1f83b,
,Negro,Color,Negro,,,,,,,Yes,1000.00,,,,,,,,,,,3,0,V-LIM-008-Negr,6974663623347,,,,,,https://images.sumup.com/img_1EZRCKBR0M82MS48Z967598R8M,,,,,,,,,,,,,,,4061926f-8eec-482f-b865-55eefb3b35a2
,Blanco,Color,Blanco,,,,,,,Yes,1000.00,,,,,,,,,,,0,0,V-LIM-008-Blan,,,,,,,,,,,,,,,,,,,,,,fb74775c-e9c2-4af3-8308-fef47e2dd76d
Humidificador Ambiental de Escritorio,,,,,,,,,,Yes,3500.00,,No,19.00,No,,No,,,each.each,No,0,0,,8802025415218,,,Menaje,Yes,Dark red,https://images.sumup.com/img_3QRCRCYWD38D6VENF169WKVC1R,https://images.sumup.com/img_4X0WE0XZ1J8QAVM3JKS9D6XB7G,https://images.sumup.com/img_0R5G9N39CX957TF0K7S63B0EAM,,,,,Yes,Humidificador Ambiental de Escritorio,,,No,,,e42f14bb-851c-4a2f-ab7d-24cfea6fef35,f86c24ba-5caa-4551-9d91-a51e026a109f
IGENIX Cloro Gel Variedades Botella 900 ml,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_6Q785FBSSZ9EM8T6T9DYK8YZ96,https://images.sumup.com/img_65XRB8181J9SKSPEP1FQKY5A38,,,,,,Yes,IGENIX Cloro Gel Variedades Botella 900 ml,,,No,,,07fceac1-809f-4e76-bc8c-510a5c3bfff3,
,Floral,,,,,,,,,Yes,1500.00,,,,,,,,,,,4,0,V-LIM-032-Flor,,,,,,,,,,,,,,,,,,,,,,b30f1df6-27a6-40ad-9fde-59ebf86e3236
,Lavanda,,,,,,,,,Yes,1500.00,,,,,,,,,,,0,0,V-LIM-032-Lava,,,,,,,,,,,,,,,,,,,,,,59d81695-b406-49c5-9c4f-fe1ceefda5c3
IGENIX Cloro Liquido 1L,,,,,,,,,,Yes,1150.00,,No,19.00,No,,No,,,each.each,No,0,0,,7805040004758,,,Limpieza,Yes,Pink,https://images.sumup.com/img_1GGC7MF37Z9SMSQ97BZCRFG1QC,,,,,,,Yes,IGENIX Cloro Liquido 1L,,,,,,1ffd062a-838c-4334-8ad1-fa9fbaebee42,cbff8b5f-fe22-44b2-b833-f1e0d33d825f
IGENIX Cloro liquido Tradicional 1L,,,,,,,,,,Yes,1150.00,,No,19.00,No,,No,,,each.each,Yes,25,0,V-LIM-038,,,,Limpieza,Yes,Pink,,,,,,,,Yes,IGENIX Cloro liquido Tradicional 1L,,,No,,,8fbaa7a7-79ba-4e35-9466-14e26f4c05ba,1a504703-2138-41df-9257-309fcce2465d
IGENIX Desinfectante Aerosol Variedades Botella 900 ml,Lavanda,,,,,,,,,Yes,2500.00,,No,19.00,No,,No,,,each.each,No,3,0,V-LIM-039-Lava,,,,Limpieza,Yes,Pink,,,,,,,,Yes,IGENIX Desinfectante Aerosol Variedades Botella 900 ml,,,No,,,a9319f0a-68de-4316-9f4b-74f93e6abd7e,60ed3996-3732-45d8-9552-338b4e4a6e93
IGENIX Desinfectante de Ambientes Variedades Aerosol 360 ml,,,,,,,,,,Yes,2500.00,,No,19.00,No,,No,,,each.each,No,0,0,,7805040000705,,,Limpieza,Yes,Pink,,,,,,,,Yes,IGENIX Desinfectante de Ambientes Variedades Aerosol 360 ml,,,,,,acac5b44-4201-4d1b-8a98-54c8e688080b,49637bee-7888-41dd-938a-86ebb034cf6c
IO Acondicionador Variedades 1L,,,,,,,,,,Yes,1200.00,,No,19.00,No,,No,,,each.each,Yes,11,0,V-LIM-015,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_2SAHKEY0PH979V5NG1RM168B37,,,,,,,Yes,IO Acondicionador Variedades 1L,,,No,,,821f7be6-40bb-4e22-af54-15903ecef7b4,d24a0419-c0f3-4509-a36b-3cb91a19a174
IO Jabon Liquido Avena & Almendras 1L,,,,,,,,,,Yes,1400.00,,No,19.00,No,,No,,,each.each,Yes,2,0,V-LIM-016,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_00XZC9N3H79ZFTJPHCS1PYQ215,,,,,,,Yes,IO Jabon Liquido Avena & Almendras 1L,,,No,,,4285e1d8-d0cc-4fe7-ac5f-d8cee635fbbf,6105ed35-db55-42d0-85d7-33770278d72c
IO Shampoo Variedades 1L,,,,,,,,,,Yes,1200.00,,No,19.00,No,,No,,,each.each,Yes,9,0,V-LIM-014,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_7N1FYZ30DC8SRACPB734WWRRTG,,,,,,,Yes,IO Shampoo Variedades 1L,,,No,,,0e6c09b5-e2fa-4808-857e-95f5173145a6,ead0a471-13ac-481a-8b74-b4a40102c51b
L - Bolsa regalo - Navidad,,,,,,,,,,Yes,1000.00,,No,19.00,No,,No,,,each.each,No,12,3,,,,,Libreria,Yes,Orange,https://images.sumup.com/img_7R3FNXZRD98MVBNBX61BSQB2FA,https://images.sumup.com/img_12879NQDFQ967B0NNJW71XPV7N,,,,,,Yes,L - Bolsa regalo - Navidad,,,No,,,25522d89-b264-4b9c-9ce4-2e0734a067b2,3bb26c0f-4574-4870-a046-9e46d47b4910
LEZI Antigrasa gatillo 350ml,,,,,,,,,,Yes,1000.00,,No,19.00,No,,No,,,each.each,Yes,0,0,V-LIM-011,,,,Limpieza,Yes,Pink,,,,,,,,Yes,LEZI Antigrasa gatillo 350ml,,,No,,,5bd27725-07d6-4c7a-9a23-cdde9cbe8ce5,2bb9af8a-c804-47f3-b6db-65091599ee01
LUX Jabon de tocador Variedades,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_78SKFGQ8HZ9VBVGS0HC88V1GY2,,,,,,,Yes,LUX Jabon de tocador Variedades,,,No,,,0de1558d-8b22-46bf-a648-18a618d8f877,
,Blanco Velvet Touch,,,,,,,,,Yes,450.00,,,,,,,,,,,0,0,V-CPE-005-Blan,,,,,,,,,,,,,,,,,,,,,,771278ed-6348-42b8-a75c-da3cf7826cea
,Granada 70 gms,,,,,,,,,Yes,450.00,,,,,,,,,,,0,0,V-CPE-005-Rosa,,,,,,,,,,,,,,,,,,,,,,cfd5410f-c70c-4efa-a6fb-0cf6f79c86d3
,Azul Aqua Sparkle,,,,,,,,,Yes,450.00,,,,,,,,,,,0,0,V-CPE-005-Azul,,,,,,,,,,,,,,,,,,,,,,4fa71f6a-79ce-43bc-aac5-f8f780fd6ce9
,Violeta Magical Spell,,,,,,,,,Yes,450.00,,,,,,,,,,,0,0,V-CPE-005-Viol,,,,,,,,,,,,,,,,,,,,,,b186776b-0277-42c3-ac71-a967a7b59b9e
M - Bolsa regalo - Navidad,,,,,,,,,,Yes,800.00,,No,19.00,No,,No,,,each.each,No,24,3,,,,,Libreria,Yes,Orange,https://images.sumup.com/img_43EW0J3T6R84HASN5RXHNGT94C,https://images.sumup.com/img_1CJZGCM4QY91ABQKNSF5FWECMT,,,,,,Yes,M - Bolsa regalo - Navidad,,,No,,,4375711d-a0b4-4717-b608-46794ea40091,93b5d913-a365-476a-bc07-6216360f297e
MANIAC Set 3 Esponjas Metalicas Doradas,,,,,,,,,,Yes,1500.00,,No,19.00,No,,No,,,each.each,Yes,9,0,V-LIM-033,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_5VS7TX0G0490HBZDW837GY2M9G,,,,,,,Yes,MANIAC Set 3 Esponjas Metalicas Doradas,,,No,,,7b232810-2edb-42e4-b7ad-5065f39466ba,d366ac74-9ecc-4435-be04-fb96cb2452c8
MEIPAI Caja Lapices Colores Hexagonales 12+2 un,,,,,,,,,,Yes,1500.00,,No,19.00,No,,No,,,each.each,Yes,3,0,V-LIB-004,,,,Libreria,Yes,Orange,https://images.sumup.com/img_1GD95DEPX796FBNEYWX7232TVW,,,,,,,Yes,MEIPAI Caja Lapices Colores Hexagonales 12+2 un,,,No,,,b2b242c3-1b25-404a-a8ee-9592c6663fb4,908f6c99-742d-4ac5-a569-28da124da4b2
MIZOS Galletas de arroz integral 20g,,,,,,,,,,Yes,600.00,,No,19.00,No,,No,,,each.each,Yes,13,0,V-COL-008,,,,Colaciones,Yes,Light blue,https://images.sumup.com/img_2P8X11G0Z18EHTZZ7V2RV3AGVK,,,,,,,Yes,MIZOS Galletas de arroz integral 20g,,,No,,,b1e5650d-faf5-46d3-a904-51a0f58860d3,1a217656-cdf4-468f-8cd7-3c13b7cdec81
Mochilas Surtidas,,,,,,,,,,Yes,6500.00,,No,19.00,No,,No,,,each.each,No,0,0,,,,,Libreria,Yes,Orange,https://images.sumup.com/img_6Y3WJSA1Y19EJAD9EG7GFW82QP,,,,,,,No,,,,No,,,3f9ea0e3-8281-46f1-9b4d-868cdd2d6426,b87429d9-54b0-4576-a890-22566ac068f8
NOE Limpiador en Crema,,,,,,,,,,Yes,1450.00,,No,19.00,No,,No,,,each.each,Yes,5,0,V-LIM-037,,,,Limpieza,Yes,Pink,,,,,,,,Yes,NOE Limpiador en Crema,,,No,,,3a647d36-4f99-450c-97de-445898e71e2a,5a79230f-8156-474c-b1ef-03407c8068ff
NOE Limpiador en Crema 750 ml,,,,,,,,,,Yes,1250.00,,No,19.00,No,,No,,,each.each,No,0,0,,,,,Limpieza,Yes,Pink,,,,,,,,Yes,NOE Limpiador en Crema 750 ml,,,,,,d09e6f5e-9c4f-4a1b-8519-b1aa86af236c,ec823abf-1834-4a65-bc76-1dcca0474ec6
NOE Servilletas 23 x 22 cms 300 un,,,,,,,,,,Yes,1050.00,,No,19.00,No,,No,,,each.each,Yes,1,0,V-LIM-013,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_0F7DVST0Z99FQ9MZBGTXB9ZM0P,,,,,,,Yes,NOE Servilletas 23 x 22 cms 300 un,,,No,,,ba7902d8-d57f-48c3-a216-8dacb79107f9,d91b07d0-1cc8-4e0b-9854-288df3a358ec
Nestle Chocapic 30g,,,,,,,,,,Yes,550.00,,No,19.00,No,,No,,,each.each,Yes,2,0,V-COL-007,,,,Colaciones,Yes,Light blue,https://images.sumup.com/img_5EX5DAEM4F9A4VF9P7RD02QBWV,,,,,,,Yes,Nestle Chocapic 30g,,,No,,,2ff2326a-dbb4-4d55-8d88-bc02444af1ba,ea46274d-2ad8-4d43-8f3f-f04b5f796e06
OFFICE TREND Destacadores Pastel Variedades,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Libreria,Yes,,,,,,,,,Yes,OFFICE TREND Destacadores Pastel Variedades,,,No,,,7ee65f47-7cf5-4316-8809-aa2c63cedba3,
,Amarillo Pastel,,,,,,,,,Yes,500.00,,,,,,,,,,,0,0,V-LIB-005-Amar,,,,,,,,,,,,,,,,,,,,,,c3e6a42b-8b41-487e-bf08-fe2497709ba3
,Verde Pastel,,,,,,,,,Yes,500.00,,,,,,,,,,,0,0,V-LIB-005-Verd,,,,,,,,,,,,,,,,,,,,,,6ae35dc0-7184-4c90-83a1-a231ca4987e4
,Durazno Pastel,,,,,,,,,Yes,500.00,,,,,,,,,,,0,0,V-LIB-005-Dura,,,,,,,,,,,,,,,,,,,,,,ed6c451c-7e36-4189-9742-cb938cce0b37
,Morado Pastel,,,,,,,,,Yes,500.00,,,,,,,,,,,0,0,V-LIB-005-Mora,,,,,,,,,,,,,,,,,,,,,,85dbd1d0-0ffb-4feb-87ff-786755a1d344
OMSO Plumon Pizarra Variedades,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Libreria,Yes,Orange,,,,,,,,Yes,OMSO Plumon Pizarra Variedades,,,No,,,9afbc6e1-3996-45d9-9055-a3adccb8038a,
,Azul,,,,,,,,,Yes,300.00,,,,,,,,,,,0,0,V-LIB-008-Azul,,,,,,,,,,,,,,,,,,,,,,3a37a3c0-d440-40a3-8964-e4f1dce455c4
,Negro,,,,,,,,,Yes,300.00,,,,,,,,,,,0,0,V-LIB-008-Negr,,,,,,,,,,,,,,,,,,,,,,43d78e76-48eb-49b5-a05e-da1c1071f2b9
,Rojo,,,,,,,,,Yes,300.00,,,,,,,,,,,0,0,V-LIB-008-Rojo,,,,,,,,,,,,,,,,,,,,,,0c5ea15b-929e-4b37-9ac2-f623fee9f421
OPTIMO Papel Higiénico Doble Hoja Ultra 4 x 50 mt,,,,,,,,,,Yes,2300.00,,No,19.00,No,,No,,,each.each,No,0,0,V-LIM-009,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_0FME1VB9PR96PRE6DS3FPFK0E5,,,,,,,No,,,,No,,,a42031ed-bf01-4891-b640-4dea8bdc03f1,7aec7ce4-c0f3-4328-a8f8-2f2673d24995
OVELLA Toalla Papel XL una Hoja Ultra 80 mt,,,,,,,,,,Yes,2000.00,,No,19.00,No,,No,,,each.each,Yes,10,0,V-LIM-004,,,,Limpieza,Yes,Pink,,,,,,,,Yes,OVELLA Toalla Papel XL una Hoja Ultra 80 mt,,,No,,,5e29deff-82e1-4a09-80c8-3309ab9ef59f,4ad1e684-3c17-4a22-8e10-177641271558
PAPERONE Resma 500 hojas Carta,,,,,,,,,,Yes,4400.00,,No,19.00,No,,No,,,each.each,Yes,0,0,V-LIB-007,,,,Libreria,Yes,Orange,,,,,,,,Yes,PAPERONE Resma 500 hojas Carta,,,No,,,22c626d1-2a89-43cb-9028-76786189d45e,8954cc8c-9d78-49f3-8c98-e05391931fcc
POPEYE Detergente en Barra 170 gms,,,,,,,,,,Yes,1000.00,,No,19.00,No,,No,,,each.each,Yes,4,0,V-LIM-018,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_2763D6PPWF9G88CH19WDNG34CH,,,,,,,Yes,POPEYE Detergente en Barra 170 gms,,,No,,,10f76c5e-74f4-45bb-8d6d-f3bed3d5bf29,f83ae3bb-58dc-47f3-b9d0-9a0c3291880c
PROARTE Cola fria 125 ml,,,,,,,,,,Yes,1000.00,,No,19.00,No,,No,,,each.each,Yes,12,0,V-LIB-019,,,,Libreria,Yes,Orange,https://images.sumup.com/img_4DBEX3VND29XTRSEWKZQ93WE7Z,,,,,,,Yes,PROARTE Cola fria 125 ml,,,No,,,a7f8b93d-16c1-4c25-a1c1-0475e86a742b,121c3f23-c9f4-4888-89f7-52fb6c06d7a2
PROTEX Jabon de Tocador Variedades,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_30TV6T35VA8WW8F8GRJ4WRPMK8,,,,,,,Yes,PROTEX Jabon de Tocador Variedades,,,No,,,1372ce3c-cd71-402e-9107-6958e8350eaf,
,Avena 85g,,,,,,,,,Yes,800.00,,,,,,,,,,,0,0,V-CPE-006-Aven,,,,,,,,,,,,,,,,,,,,,,55e4ebdf-d90f-42bc-81a5-c462276b23e2
,Glicerina Nutri Protect 125g,,,,,,,,,Yes,950.00,,,,,,,,,,,0,0,V-CPE-006-Glic,,,,,,,,,,,,,,,,,,,,,,ca15314b-c22a-4b01-8117-9fe78e569409
,Aloe Vera 125g,,,,,,,,,Yes,950.00,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,07b57969-59d3-41dc-bea2-f31e7bdfc163
SCOTT Papel Higiénico Doble Hoja Ultra 4 x 50 mt,,,,,,,,,,Yes,2300.00,,No,19.00,No,,No,,,each.each,Yes,0,0,V-LIM-024,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_3F2S7VQSD592RBQ590CNC5WKG5,,,,,,,Yes,SCOTT Papel Higiénico Doble Hoja Ultra 4 x 50 mt,,,No,,,b82760fd-6ae2-4382-a643-74e11d9cf280,4bb2b046-7534-43bf-9aa1-1c8f0fb05c0c
SMILEY KIDS Compota Manzana/Pera 100g,,,,,,,,,,Yes,350.00,,No,19.00,No,,No,,,each.each,Yes,8,0,V-COL-002,,,,Colaciones,Yes,Light blue,https://images.sumup.com/img_1M2WPAVWNQ82DRBPVNDK0480ZT,,,,,,,Yes,SMILEY KIDS Compota Manzana/Pera 100g,,,No,,,09d65981-3ff7-44d6-8cea-5ee18e4be151,eb7a1a13-2bdf-4fcf-b490-f1886a9256aa
SOFT Suavizante Clasic refill 900 mL,,,,,,,,,,Yes,1200.00,,No,19.00,No,,No,,,each.each,Yes,2,0,V-LIM-034,,,,Limpieza,Yes,Pink,,,,,,,,Yes,SOFT Suavizante Clasic refill 900 mL,,,No,,,00c26491-2438-4031-ae10-300e2451d7db,328ad63a-b790-4e24-a329-f369100029be
SUPER COOL Traperos Humedos,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_55AV9PSQW19R29PM631FJ752VS,,,,,,,Yes,SUPER COOL Traperos Humedos,,,No,,,d09bfeda-03d8-44e7-bd23-37e8bffb4e96,
,Lavanda,,,,,,,,,Yes,1000.00,,,,,,,,,,,0,0,V-LIM-001-Lava,,,,,,,,,,,,,,,,,,,,,,5b8b9ff2-4c73-45a1-961e-6fd854fc6ad8
,Limon,,,,,,,,,Yes,1000.00,,,,,,,,,,,3,0,V-LIM-001-Limo,2588580415288,,,,,,,,,,,,,,,,,,,,,d090d6f2-7693-4c9a-b12c-25c235123d66
Servilleta Papel Navideña,,,,,,,,,,Yes,800.00,,No,19.00,No,,No,,,each.each,Yes,3,0,V-LIM-006,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_51XTTBW0C48J1VGGHBJX5VFTZK,,,,,,,Yes,Servilleta Papel Navideña,,,No,,,b882ba41-0747-46b7-8c7d-e1838a7dfd9d,65439549-f1e9-434e-b531-d8a65b776e21
Servilleta Papel Swan 24 x 22 cm 300 un,,,,,,,,,,Yes,1000.00,,No,19.00,No,,No,,,each.each,No,9,2,V-LIM-005,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_6J6A1629VB8FF95XSTH2ZXM3KA,,,,,,,Yes,Servilleta Papel Swan 24 x 22 cm 300 un,,,No,,,0e0af5f5-f759-4e21-8ca6-a20cfd3025f1,29b818f3-a3c7-4ec7-bf00-b82d4948aaa9
Set Luces de emergencia + Control Remoto,,,,,,,,,,Yes,8000.00,,No,19.00,No,,No,,,each.each,Yes,3,0,V-ELE-004,,,,Electronica,Yes,Light red,https://images.sumup.com/img_64KWMHW9D18ZD8BYTYVHTXJ1H0,,,,,,,Yes,Set Luces de emergencia + Control Remoto,,,No,,,e89b383b-dcab-42fe-969c-59ad6c9e1a36,dae54fb7-8c98-4baa-92ff-d14ec15424fb
TIA LIA Snackbar Cranberry,,,,,,,,,,Yes,200.00,,No,19.00,No,,No,,,each.each,Yes,0,0,V-COL-003,,,,Colaciones,Yes,Light blue,,,,,,,,Yes,TIA LIA Snackbar Cranberry,,,No,,,a67363ca-9381-4fad-b17a-b5788a817df2,bd74a447-4da5-40cc-b773-0df3b9ab90ab
TORK Papel Higiénico Doble Hoja Ultra 4 x 50 mt,,,,,,,,,,Yes,2500.00,,No,19.00,No,,No,,,each.each,Yes,0,0,V-LIM-029,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_1WNS57Z3VA9379WR0E5T4NQGDG,,,,,,,Yes,TORK Papel Higiénico Doble Hoja Ultra 4 x 50 mt,,,No,,,14ee91a3-4cf5-455d-a50f-1abb878ee364,a2be497d-5d7e-4d3a-a7b2-20d1d9384630
TORK Toalla Papel Doble Hoja 2 x 24 mt,,,,,,,,,,Yes,1600.00,,No,19.00,No,,No,,,each.each,Yes,7,0,V-LIM-010,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_558GFX4HN69EC9XJHJQ1D8FFS5,,,,,,,Yes,TORK Toalla Papel Doble Hoja 2 x 24 mt,,,No,,,1e4fe66e-2f7a-404d-8888-68e18474a611,bc6d2b4d-bdda-49fb-b98d-7e7b19f5da90
"TORRE Cuaderno Tapa Blanda, Mat 7mm DBZ",,,,,,,,,,Yes,2000.00,,No,19.00,No,,No,,,each.each,Yes,8,0,V-LIB-006,,,,Libreria,Yes,Orange,,,,,,,,Yes,"TORRE Cuaderno Tapa Blanda, Mat 7mm DBZ",,,No,,,75bebe04-e495-4457-9c62-f800f36d51ae,426ade9b-676c-4411-9997-82d44b76832d
Toalla Microfibra,,,,,,,,,,Yes,5000.00,,No,19.00,No,,No,,,each.each,Yes,1,0,V-BOU-002,,,,Boutique,Yes,Light red,,,,,,,,Yes,Toalla Microfibra,,,No,,,d42f0c0b-eb76-46d3-b8a2-5b510eb29e7d,ab3d77b3-037b-4b33-bbae-67f13a8a21d2
Toalla Papel Ovella una Hoja Ultra 80 mt,,,,,,,,,,Yes,2000.00,,No,19.00,No,,No,,,each.each,No,2,1,V-LIM-004,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_6MAVGY6P8E9STTAQ3N18JHKAZ1,,,,,,,Yes,Toalla Papel Ovella una Hoja Ultra 80 mt,,,No,,,e032cb2d-ff98-480b-9740-551f9e72d538,46d731bf-57cb-4fbc-b78a-2179cc898b2b
Toallitas Humedas desechables,,,,,,,,,,Yes,1000.00,,No,19.00,No,,No,,,each.each,Yes,3,0,V-LIM-002,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_7WGQ08RQJ38PFRAZ59XKKQC6NV,,,,,,,Yes,Toallitas Humedas desechables,,,No,,,b64268b1-a6a1-4e87-8dde-12bcdcfa9d6a,1a172652-3299-48e9-8f65-5bf320a224aa
V-STORE Compas Escolar,,,,,,,,,,Yes,800.00,,No,19.00,No,,No,,,each.each,Yes,5,0,V-LIB-018,,,,Libreria,Yes,Orange,https://images.sumup.com/img_5R71CGEF6T82A9D4N8JMNYQQSK,,,,,,,Yes,V-STORE Compas Escolar,,,No,,,05324e87-8d57-43da-aee8-ab7630dc72fa,917a69f2-cd89-46c5-b9c3-1d661d80b602
V-STORE Cuaderno College Mat 7 mm 70 hojas,,,,,,,,,,Yes,800.00,,No,19.00,No,,No,,,each.each,Yes,12,0,V-LIB-016,,,,Libreria,Yes,Orange,https://images.sumup.com/img_3SF88FNA6M9N0BMYAKR79G6H9C,,,,,,,Yes,V-STORE Cuaderno College Mat 7 mm 70 hojas,,,No,,,f7af8499-4dea-449c-8daa-6131914be74d,318ee809-850b-4752-a525-3a61c071dcf4
V-STORE Esponja de Cocina Variedades,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Limpieza,Yes,Pink,,,,,,,,Yes,V-STORE Esponja de Cocina Variedades,,,No,,,31ff1d5f-74e8-49bf-b1ff-718d86881b95,
,Esponja Acanalada,,,,,,,,,Yes,200.00,,,,,,,,,,,0,0,V-LIM-026-Acan,,,,,,,,,,,,,,,,,,,,,,a83306fc-3ac9-4241-94cb-82fa6ef8b071
,Esponja Lisa,,,,,,,,,Yes,200.00,,,,,,,,,,,0,0,V-LIM-026-Lisa,,,,,,,,,,,,,,,,,,,,,,918e26fa-bba2-4e61-8bfc-b6b134a119af
V-STORE Pastillas de limpieza para lavadora,,,,,,,,,,Yes,2000.00,,No,19.00,No,,No,,,each.each,Yes,5,0,V-LIM-007,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_2ME5X1BFYK9ER8X9R9V13X8PK8,,,,,,,Yes,V-STORE Pastillas de limpieza para lavadora,,,No,,,b4756415-63a6-4619-923c-8796d1cc961c,6bac07c7-4f46-4628-b59f-3693bf9f8416
V-STORE Ser 2 TIjeras Adulto,,,,,,,,,,Yes,1500.00,,No,19.00,No,,No,,,each.each,Yes,1,0,V-LIB-013,,,,Libreria,Yes,Orange,,,,,,,,Yes,V-STORE Ser 2 TIjeras Adulto,,,No,,,d3f9bbbb-4cd4-4a33-b973-86380d14a634,e92af7b7-0264-4223-a684-f4414a20b88c
V-STORE Set taza ceramica 3pz oso,,,,,,,,,,Yes,5000.00,,No,19.00,No,,No,,,each.each,Yes,3,0,V-MEN-001,,,,Menaje,Yes,Dark red,https://images.sumup.com/img_0PTTJ0DV149HT9R9RM5YFAEWQS,https://images.sumup.com/img_7W5WMWHGWJ9Z3TFAS6V0DXRSDN,,,,,,Yes,V-STORE Set taza ceramica 3pz oso,,,No,,,358e031b-d66b-48ba-a21b-a6951463d447,2c563669-d3c4-4c48-b7ec-31f6bb252e79
V-STORE Tijeras Escolares Punta Roma,,,,,,,,,,Yes,800.00,,No,19.00,No,,No,,,each.each,Yes,6,0,V-LIB-017,,,,Libreria,Yes,Orange,https://images.sumup.com/img_795TDFJA9Q8VDSP400GFSQ8XDE,,,,,,,Yes,V-STORE Tijeras Escolares Punta Roma,,,No,,,85cae7a4-fb8c-45e4-83ce-7ca879ca6886,bdfd0589-89a8-42ae-82e4-e0882d514ce0
V-STORE Toallitas Antigrasa 80 u,,,,,,,,,,Yes,1400.00,,No,19.00,No,,No,,,each.each,Yes,4,0,V-LIM-031,,,,Limpieza,Yes,Pink,https://images.sumup.com/img_4F2M07H3YT9GJ817F0C06TV6PQ,,,,,,,Yes,V-STORE Toallitas Antigrasa 80 u,,,No,,,87838879-5965-42f2-838a-247c9c43a7f4,43288af0-c0fa-4df4-b857-2627ce2b6b6e
WATTS Jugo 100% Fruta,,,,,,,,,,,,,No,19.00,No,,No,,,each.each,No,,,,,,,Colaciones,Yes,Light blue,https://images.sumup.com/img_1QHF6YC50Q84GVEK7DY4YW05RJ,,,,,,,Yes,WATTS Jugo 100% Fruta,,,No,,,83b5deea-c950-4c68-b4c0-7e3842d06d6d,
,Naranja,,,,,,,,,Yes,550.00,,,,,,,,,,,5,0,V-COL-006-Nara,,,,,,,,,,,,,,,,,,,,,,cc6dc29b-0ae8-443d-9850-bdec6838be9c
,Naranja-Manzana,,,,,,,,,Yes,550.00,,,,,,,,,,,3,0,V-COL-006-NaMa,,,,,,,,,,,,,,,,,,,,,,85be7db9-255b-493c-9b0b-31ec828c876e
